timestamp,rx_gbps,tx_gbps
2024-12-05 03:24:49,0.000000,0.000000
2024-12-05 03:24:51,0.000000,0.000000
2024-12-05 03:24:53,0.000000,0.000000
2024-12-05 03:24:55,0.000000,0.000000
2024-12-05 03:24:57,0.000000,0.000000
2024-12-05 03:24:59,0.000695,0.000696
2024-12-05 03:25:01,0.000679,0.000681
2024-12-05 03:25:03,0.000704,0.000710
2024-12-05 03:25:05,0.000711,0.000706
2024-12-05 03:25:07,0.000716,0.000713
2024-12-05 03:25:10,0.000731,0.000721
2024-12-05 03:25:12,0.000718,0.000715
2024-12-05 03:25:14,0.000717,0.000719
2024-12-05 03:25:16,0.000698,0.000701
2024-12-05 03:25:18,0.000717,0.000709
2024-12-05 03:25:20,0.000714,0.000717
2024-12-05 03:25:22,0.000715,0.000709
2024-12-05 03:25:24,0.000720,0.000724
2024-12-05 03:25:26,0.000458,0.000458
2024-12-05 03:25:28,0.000000,0.000000
2024-12-05 03:25:30,0.000000,0.000000
2024-12-05 03:25:33,0.000000,0.000000
2024-12-05 03:25:35,0.000000,0.000000
2024-12-05 03:25:37,0.000000,0.000000
2024-12-05 03:25:39,0.000000,0.000000
2024-12-05 03:25:41,0.000000,0.000000
2024-12-05 03:25:43,0.000000,0.000000
2024-12-05 03:25:45,0.000000,0.000000
2024-12-05 03:25:47,0.000000,0.000000
2024-12-05 03:25:49,0.000000,0.000000
2024-12-05 03:25:52,0.000000,0.000000
2024-12-05 03:25:54,0.000000,0.000000
2024-12-05 03:25:56,0.000000,0.000000
2024-12-05 03:25:58,0.000000,0.000000
