timestamp,rx_gbps,tx_gbps
2024-12-05 03:25:54,0.000000,0.000000
2024-12-05 03:25:56,0.000000,0.000000
2024-12-05 03:25:59,0.000000,0.000000
2024-12-05 03:26:01,0.000225,0.000226
2024-12-05 03:26:03,0.000611,0.000610
2024-12-05 03:26:05,0.000594,0.000598
2024-12-05 03:26:07,0.000602,0.000598
2024-12-05 03:26:09,0.000606,0.000604
2024-12-05 03:26:11,0.000598,0.000595
2024-12-05 03:26:13,0.000000,0.000000
2024-12-05 03:26:15,0.000000,0.000000
2024-12-05 03:26:18,0.000000,0.000000
2024-12-05 03:26:20,0.000000,0.000000
2024-12-05 03:26:22,0.000000,0.000000
2024-12-05 03:26:24,0.000000,0.000000
2024-12-05 03:26:26,0.000000,0.000000
2024-12-05 03:26:28,0.000000,0.000000
2024-12-05 03:26:30,0.000000,0.000000
2024-12-05 03:26:32,0.000000,0.000000
2024-12-05 03:26:34,0.000000,0.000000
2024-12-05 03:26:36,0.000000,0.000000
2024-12-05 03:26:38,0.000000,0.000000
2024-12-05 03:26:40,0.000000,0.000000
2024-12-05 03:26:43,0.000000,0.000000
2024-12-05 03:26:45,0.000000,0.000000
2024-12-05 03:26:47,0.000395,0.000398
2024-12-05 03:26:49,0.000890,0.000877
2024-12-05 03:26:51,0.000883,0.000887
2024-12-05 03:26:53,0.000873,0.000876
2024-12-05 03:26:55,0.000877,0.000880
2024-12-05 03:26:57,0.000877,0.000875
2024-12-05 03:26:59,0.000864,0.000864
2024-12-05 03:27:02,0.000828,0.000823
