timestamp,rx_gbps,tx_gbps
2024-12-05 03:23:55,0.000000,0.000000
2024-12-05 03:23:57,0.000000,0.000000
2024-12-05 03:23:59,0.000000,0.000000
2024-12-05 03:24:01,0.000000,0.000000
2024-12-05 03:24:03,0.000704,0.000704
2024-12-05 03:24:05,0.000691,0.000690
2024-12-05 03:24:08,0.000694,0.000698
2024-12-05 03:24:10,0.000704,0.000693
2024-12-05 03:24:12,0.000691,0.000695
2024-12-05 03:24:14,0.000718,0.000718
2024-12-05 03:24:16,0.000718,0.000718
2024-12-05 03:24:18,0.000718,0.000718
2024-12-05 03:24:20,0.000706,0.000714
2024-12-05 03:24:22,0.000000,0.000000
2024-12-05 03:24:24,0.000000,0.000000
2024-12-05 03:24:27,0.000000,0.000000
2024-12-05 03:24:29,0.000000,0.000000
2024-12-05 03:24:31,0.000000,0.000000
2024-12-05 03:24:33,0.000000,0.000000
2024-12-05 03:24:35,0.000000,0.000000
2024-12-05 03:24:37,0.000000,0.000000
2024-12-05 03:24:39,0.000000,0.000000
2024-12-05 03:24:41,0.000000,0.000000
2024-12-05 03:24:43,0.000000,0.000000
2024-12-05 03:24:46,0.000000,0.000000
2024-12-05 03:24:48,0.000000,0.000000
2024-12-05 03:24:50,0.000000,0.000000
2024-12-05 03:24:52,0.000000,0.000000
2024-12-05 03:24:54,0.000000,0.000000
2024-12-05 03:24:56,0.000000,0.000000
2024-12-05 03:24:58,0.000293,0.000299
2024-12-05 03:25:00,0.000709,0.000697
2024-12-05 03:25:02,0.000714,0.000704
2024-12-05 03:25:04,0.000700,0.000700
