timestamp,rx_gbps,tx_gbps
2024-12-05 03:19:35,0.000000,0.000000
2024-12-05 03:19:37,0.000000,0.000000
2024-12-05 03:19:39,0.000000,0.000000
2024-12-05 03:19:41,0.000000,0.000000
2024-12-05 03:19:44,0.000000,0.000000
2024-12-05 03:19:46,0.000199,0.000200
2024-12-05 03:19:48,0.000419,0.000414
2024-12-05 03:19:50,0.000365,0.000366
2024-12-05 03:19:52,0.000365,0.000364
2024-12-05 03:19:54,0.000366,0.000365
2024-12-05 03:19:56,0.000365,0.000365
2024-12-05 03:19:58,0.000366,0.000365
2024-12-05 03:20:01,0.000365,0.000365
2024-12-05 03:20:03,0.000365,0.000363
2024-12-05 03:20:05,0.000000,0.000000
2024-12-05 03:20:07,0.000000,0.000000
2024-12-05 03:20:09,0.000000,0.000000
2024-12-05 03:20:11,0.000000,0.000000
2024-12-05 03:20:13,0.000000,0.000000
2024-12-05 03:20:15,0.000000,0.000000
2024-12-05 03:20:17,0.000000,0.000000
2024-12-05 03:20:19,0.000000,0.000000
2024-12-05 03:20:21,0.000000,0.000000
2024-12-05 03:20:24,0.000000,0.000000
2024-12-05 03:20:26,0.000000,0.000000
2024-12-05 03:20:28,0.000000,0.000000
2024-12-05 03:20:30,0.000000,0.000000
2024-12-05 03:20:32,0.000000,0.000000
2024-12-05 03:20:34,0.000000,0.000000
2024-12-05 03:20:36,0.000000,0.000000
2024-12-05 03:20:38,0.000000,0.000000
2024-12-05 03:20:40,0.000000,0.000000
2024-12-05 03:20:42,0.000000,0.000000
2024-12-05 03:20:44,0.000279,0.000281
