timestamp,rx_gbps,tx_gbps
2024-12-05 03:47:27,0.000000,0.000000
2024-12-05 03:47:28,0.000000,0.000000
2024-12-05 03:47:29,0.000004,0.000003
2024-12-05 03:47:30,0.000002,0.000000
2024-12-05 03:47:32,0.000004,0.000003
2024-12-05 03:47:33,0.000002,0.000000
2024-12-05 03:47:34,0.000011,0.000006
2024-12-05 03:47:35,0.000000,0.000000
2024-12-05 03:47:36,0.000000,0.000000
2024-12-05 03:47:37,0.000524,0.097802
2024-12-05 03:47:38,4.656526,4.590770
2024-12-05 03:47:39,5.819923,5.849559
2024-12-05 03:47:40,5.858199,5.855221
2024-12-05 03:47:42,5.876486,5.889956
2024-12-05 03:47:43,5.898867,5.814395
2024-12-05 03:47:44,5.848174,5.860907
2024-12-05 03:47:45,5.839935,5.900486
2024-12-05 03:47:46,5.997211,5.897319
2024-12-05 03:47:47,5.863405,5.957214
2024-12-05 03:47:48,5.990209,5.899501
2024-12-05 03:47:49,5.895002,5.960743
2024-12-05 03:47:51,5.927841,5.846461
2024-12-05 03:47:52,5.962068,5.970612
2024-12-05 03:47:53,5.923140,5.990371
2024-12-05 03:47:54,5.988720,5.981376
2024-12-05 03:47:55,5.938235,5.850903
2024-12-05 03:47:56,5.936478,5.982027
2024-12-05 03:47:57,5.918717,5.912546
2024-12-05 03:47:58,5.994033,5.925560
2024-12-05 03:48:00,6.107906,6.111509
2024-12-05 03:48:01,6.149234,6.230382
2024-12-05 03:48:02,6.144838,6.063849
2024-12-05 03:48:03,5.984774,5.963602
2024-12-05 03:48:04,5.894636,5.979566
2024-12-05 03:48:05,4.619371,4.519659
2024-12-05 03:48:06,0.000030,0.000027
2024-12-05 03:48:07,0.000016,0.000012
2024-12-05 03:48:08,0.000001,0.000001
2024-12-05 03:48:10,0.000002,0.000002
2024-12-05 03:48:11,0.000000,0.000000
2024-12-05 03:48:12,0.000000,0.000000
2024-12-05 03:48:13,0.000000,0.000000
2024-12-05 03:48:14,0.000000,0.000000
2024-12-05 03:48:15,0.000000,0.000000
2024-12-05 03:48:16,0.000000,0.000000
2024-12-05 03:48:17,0.000000,0.000000
2024-12-05 03:48:18,0.000000,0.000000
2024-12-05 03:48:19,0.000000,0.000000
2024-12-05 03:48:20,0.000000,0.000000
2024-12-05 03:48:22,0.000000,0.000000
2024-12-05 03:48:23,0.000000,0.000000
2024-12-05 03:48:24,0.000000,0.000000
2024-12-05 03:48:25,0.000000,0.000000
2024-12-05 03:48:26,0.000000,0.000000
2024-12-05 03:48:27,0.000000,0.000000
2024-12-05 03:48:28,0.000000,0.000000
2024-12-05 03:48:29,0.000000,0.000000
2024-12-05 03:48:30,0.000000,0.000000
2024-12-05 03:48:31,0.000000,0.000000
2024-12-05 03:48:32,0.000000,0.000000
2024-12-05 03:48:33,0.000000,0.000000
2024-12-05 03:48:35,0.000000,0.000000
2024-12-05 03:48:36,0.000004,0.000003
