timestamp,rx_gbps,tx_gbps
2024-12-05 03:46:32,0.000000,0.000000
2024-12-05 03:46:33,0.000000,0.000000
2024-12-05 03:46:34,0.000006,0.000003
2024-12-05 03:46:35,0.000004,0.000003
2024-12-05 03:46:36,0.000006,0.000003
2024-12-05 03:46:38,0.000000,0.000000
2024-12-05 03:46:39,0.000004,0.000003
2024-12-05 03:46:40,0.911678,0.996005
2024-12-05 03:46:41,5.679347,5.658301
2024-12-05 03:46:42,5.693652,5.647408
2024-12-05 03:46:43,5.704428,5.664301
2024-12-05 03:46:44,5.597095,5.603549
2024-12-05 03:46:45,5.683954,5.722351
2024-12-05 03:46:46,5.700888,5.720198
2024-12-05 03:46:47,5.753343,5.712774
2024-12-05 03:46:48,5.685362,5.649918
2024-12-05 03:46:50,5.752120,5.766221
2024-12-05 03:46:51,5.730078,5.698423
2024-12-05 03:46:52,5.767332,5.778552
2024-12-05 03:46:53,5.737034,5.771553
2024-12-05 03:46:54,5.792782,5.754127
2024-12-05 03:46:55,5.666287,5.640322
2024-12-05 03:46:56,5.728595,5.703742
2024-12-05 03:46:57,5.696680,5.685904
2024-12-05 03:46:58,5.700990,5.738998
2024-12-05 03:46:59,1.890884,1.836276
2024-12-05 03:47:00,0.000020,0.000017
2024-12-05 03:47:02,0.000001,0.000001
2024-12-05 03:47:03,0.000001,0.000002
2024-12-05 03:47:04,0.000000,0.000000
2024-12-05 03:47:05,0.000000,0.000000
2024-12-05 03:47:06,0.000000,0.000000
2024-12-05 03:47:07,0.000000,0.000000
2024-12-05 03:47:08,0.000000,0.000000
2024-12-05 03:47:09,0.000000,0.000000
2024-12-05 03:47:10,0.000000,0.000000
2024-12-05 03:47:12,0.000000,0.000000
2024-12-05 03:47:13,0.000000,0.000000
2024-12-05 03:47:14,0.000000,0.000000
2024-12-05 03:47:15,0.000000,0.000000
2024-12-05 03:47:16,0.000000,0.000000
2024-12-05 03:47:17,0.000000,0.000000
2024-12-05 03:47:18,0.000000,0.000000
2024-12-05 03:47:19,0.000000,0.000000
2024-12-05 03:47:21,0.000000,0.000000
2024-12-05 03:47:22,0.000000,0.000000
2024-12-05 03:47:23,0.000000,0.000000
2024-12-05 03:47:24,0.000000,0.000000
2024-12-05 03:47:25,0.000000,0.000000
2024-12-05 03:47:26,0.000000,0.000000
2024-12-05 03:47:27,0.000000,0.000000
2024-12-05 03:47:28,0.000000,0.000000
2024-12-05 03:47:29,0.000004,0.000003
2024-12-05 03:47:31,0.000002,0.000000
2024-12-05 03:47:32,0.000006,0.000003
2024-12-05 03:47:33,0.000004,0.000003
2024-12-05 03:47:34,0.000007,0.000004
2024-12-05 03:46:39,0.000000,0.000000
2024-12-05 03:46:39,0.000000,0.000000
2024-12-05 03:46:39,0.000000,0.000000
2024-12-05 03:46:39,0.000000,0.000000
2024-12-05 03:46:39,0.000000,0.000000
2024-12-05 03:46:39,0.000000,0.000000

