timestamp,rx_gbps,tx_gbps
2024-12-05 03:44:19,0.000000,0.000000
2024-12-05 03:44:20,0.000000,0.000000
2024-12-05 03:44:22,0.000004,0.000003
2024-12-05 03:44:23,0.000008,0.000003
2024-12-05 03:44:24,0.000000,0.000000
2024-12-05 03:44:25,0.000011,0.000006
2024-12-05 03:44:26,0.000000,0.000000
2024-12-05 03:44:27,0.000000,0.000000
2024-12-05 03:44:28,0.000023,0.000015
2024-12-05 03:44:29,0.000000,0.000000
2024-12-05 03:44:31,0.000000,0.000000
2024-12-05 03:44:32,0.000000,0.000000
2024-12-05 03:44:33,0.000000,0.000000
2024-12-05 03:44:34,0.730072,0.759813
2024-12-05 03:44:35,3.652977,3.679273
2024-12-05 03:44:36,3.660032,3.653371
2024-12-05 03:44:37,3.661313,3.626089
2024-12-05 03:44:38,3.647440,3.629322
2024-12-05 03:44:39,3.641795,3.647018
2024-12-05 03:44:41,3.574819,3.634921
2024-12-05 03:44:42,3.592738,3.599147
2024-12-05 03:44:43,3.637815,3.636606
2024-12-05 03:44:44,3.645508,3.630742
2024-12-05 03:44:45,3.645806,3.623679
2024-12-05 03:44:46,3.651506,3.610217
2024-12-05 03:44:47,3.628261,3.624466
2024-12-05 03:44:48,3.539748,3.580140
2024-12-05 03:44:50,3.648500,3.628991
2024-12-05 03:44:51,3.627997,3.599017
2024-12-05 03:44:52,3.687126,3.671528
2024-12-05 03:44:53,3.651091,3.655697
2024-12-05 03:44:54,3.646833,3.633774
2024-12-05 03:44:55,3.654994,3.719408
2024-12-05 03:44:56,3.686034,3.688823
2024-12-05 03:44:57,3.670320,3.665458
2024-12-05 03:44:58,3.654850,3.658114
2024-12-05 03:45:00,3.605187,3.580019
2024-12-05 03:45:01,3.649198,3.672198
2024-12-05 03:45:02,3.654066,3.641732
2024-12-05 03:45:03,3.659627,3.654398
2024-12-05 03:45:04,3.657846,3.653985
2024-12-05 03:45:05,3.792703,3.728666
2024-12-05 03:45:06,3.704111,3.781687
2024-12-05 03:45:07,3.814892,3.803730
2024-12-05 03:45:09,3.888975,3.807887
2024-12-05 03:45:10,3.798492,3.829973
2024-12-05 03:45:11,3.782318,3.790181
2024-12-05 03:45:12,3.822670,3.859115
2024-12-05 03:45:13,3.898329,3.814558
2024-12-05 03:45:14,3.801467,3.804081
2024-12-05 03:45:15,3.786932,3.845934
2024-12-05 03:45:16,3.938451,3.855484
2024-12-05 03:45:18,3.810192,3.855765
2024-12-05 03:45:19,1.167090,1.110662
2024-12-05 03:45:20,0.000021,0.000017
2024-12-05 03:45:21,0.000008,0.000007
2024-12-05 03:45:22,0.000003,0.000001
2024-12-05 03:45:23,0.000000,0.000000
2024-12-05 03:45:24,0.000000,0.000000
2024-12-05 03:45:25,0.000000,0.000000
2024-12-05 03:45:26,0.000000,0.000000
2024-12-05 03:45:27,0.000000,0.000000
2024-12-05 03:45:28,0.000000,0.000000
